"true_a_rew","true_a_pun","true_K","true_theta","true_omega_f","true_omega_p","infer_a_rew","infer_a_pun","infer_K","infer_theta","infer_omega_f","infer_omega_p","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
0.1987486344,0.2347733427,4.7120241921,2.4710679533,-1.520933596,-0.7379517563,0.226608598118311,0.295141723247264,0.352501289915518,1.69421369938098,-1.46857403648199,-0.474551951494324,2,1,1,1,1,4,2,2,3,1,1,1,2,2,1,2,2,3,2,2,2,1,2,2,2,3,4,3,2,2,2,2,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3,3,3,4,3,3,4,3,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,4,4,3,4,1,3,3,3,3,3,3,3,4,3,3
0.3671281832,0.5783810765,0.6324502315,4.5330529812,1.7398608619,-0.8767868585,0.687066131932529,0.710920198004694,2.65397131711417,3.030814842989,2.34514005758679,-0.102684240474879,2,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.8802272314,0.5973738786,4.6355758874,0.5118018269,-0.9966385224,0.9169706497,0.830999530090623,0.866989094938969,1.68954884875892,0.233200641689937,-0.921519451864982,-0.11965924024865,2,2,1,1,1,1,1,1,1,1,1,2,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,3,4,4,3,3,4,3,4,4,3,4,3,3,4,3,3,3,3,4,1,3,1,3,1,3,3,3,4,4,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,3
0.2842315126,0.3913545952,2.7917475513,1.7617380367,-1.4895548255,0.4220983151,0.181233524650076,0.313674182248444,0.4326637205551,1.1438940393845,-0.431058964967315,-0.423876161143858,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3
0.4855838712,0.0793704792,4.3100243098,1.0370112078,-1.6145571395,0.662077997,0.803910253338764,0.0797150564994267,1.68508173665106,0.360564062365277,-2.68252262486306,0.340563513944735,2,1,1,2,3,1,4,2,1,2,4,4,3,3,1,1,2,2,2,4,4,1,3,2,1,2,1,1,1,1,1,4,4,1,1,4,3,3,3,1,1,1,1,2,2,2,1,2,1,1,1,1,1,4,4,4,3,3,3,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1
0.6577309377,0.8824169901,0.2037507527,1.4702360891,1.7349716934,0.3550665453,0.774894686739245,0.677581673660633,1.60038794194205,1.2383251422019,1.36594829140903,1.28922561245576,2,4,3,3,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3
0.5585675052,0.8107258374,2.7901777615,3.4673340945,-0.5011333923,1.135327883,0.834167375781387,0.793943755367052,0.269261420365785,1.57165148781095,-0.308837323403033,1.57869160175086,2,1,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,1,1,1,3
0.0244415018,0.9186710217,4.9388021711,4.0596715501,0.805801371,1.4946813134,0.275623331012772,0.774924712983419,0.422310211416385,1.03385924252975,0.114070399351502,3.08723784659599,2,2,2,2,3,4,3,4,3,3,1,1,1,4,4,4,4,4,4,2,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1
0.9682471382,0.3501401526,1.4814465065,1.6959709039,0.8935664273,-0.590767232,0.970158647470277,0.582471050568842,1.99343755928809,0.488490114265179,2.08628500460275,-0.0968971800935794,2,3,3,1,1,1,3,2,2,2,2,2,2,4,2,2,4,3,3,3,3,3,3,1,4,4,4,4,4,1,4,4,4,4,4,3,1,3,3,4,3,3,4,4,4,3,3,1,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,3,2,2,3,3,2,2,2,3,2,2,3,3,3
0.0684118264,0.5016031883,0.7804301896,3.783584258,-0.5795538626,1.3331995796,0.929755268742472,0.637830344836321,1.12501022307393,1.34872596678412,-0.166298459046491,3.36029273512324,2,2,2,1,1,1,1,2,3,3,2,2,4,3,4,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4
0.9635493985,0.3145844778,3.6065062241,0.952114165,0.1294879158,1.2171317687,0.914352599894036,0.575336097790398,0.673696761653681,0.542899766050003,-0.441236582687041,1.7464863239178,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,3,4,3,1,4,4,3,1,4,4,4,4,3,1,1,3,3,3,1,3,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,1,1,3,1,3,1,1,3,3,3,1,1,3,3,1,3
0.9529239195,0.6341248252,1.4694992413,3.5677449771,-1.5370290082,-1.8404631487,0.98181163298612,0.576514189044776,3.57081083206715,3.1463154241033,-1.48277865552262,-0.771643434650313,2,1,2,2,1,4,2,1,2,4,1,2,2,3,2,3,4,4,3,3,2,4,3,3,2,4,4,3,4,3,4,3,4,4,3,1,3,3,4,1,1,4,3,1,1,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,3,4,1,3,3,3,1,1,3,1
0.3709825992,0.0363391061,3.0932050063,1.5547132381,-0.7801737788,0.1781826943,0.189276622758905,0.00502867586864728,0.761725975742989,0.719876466041236,-1.39541751120553,1.22112336188006,2,1,1,1,3,1,3,2,4,4,1,1,2,2,2,1,2,3,1,1,2,3,2,2,4,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,4,2,2,2,2,1,1,2,1,1,2,2,4,1,1,1
0.8887420626,0.9633441359,3.3293970728,1.6171823779,1.2566803141,-1.1824793338,0.523394901361727,0.648963756024521,1.53980038567871,2.07653118717722,1.41560180097437,-1.06045924557873,2,2,2,2,2,2,2,2,2,1,4,4,4,1,4,4,4,4,4,4,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,3,3,3,3,1,3,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.1227874055,0.1168611777,2.0890852462,4.5209695179,-1.6505746666,1.753317469,0.114174481333211,0.171228376233197,1.63609317121197,2.99727235842849,-2.10651545720656,2.64483330319516,2,1,4,4,1,2,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,2,2,1,1,1,1,1,4,1,1,1,3,2,2,2,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1
0.9949623935,0.0289673776,3.3540141812,1.8247152346,1.4558206544,-0.8652461095,0.942924703142381,0.0250542357566619,1.72566529786712,1.50319920609926,1.64830042972998,-0.684621739160642,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
0.3953427292,0.8017282282,2.1247755559,2.3204251842,0.7996660076,0.9447070099,0.731755423614533,0.382908846446498,1.82428705544792,2.00268727026843,0.820811172288814,-0.264306334686069,2,1,1,2,1,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.1429581254,0.4336955733,4.8398506411,0.8282886603,1.7430125256,0.9028475933,0.0986756533782229,0.891980773555522,3.02864503278568,0.850992448378122,0.427211946032565,0.129200446148211,2,4,3,4,4,3,4,1,1,3,4,3,2,1,2,4,2,2,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.8332652727,0.8765701467,2.2067047733,3.2348383079,-1.9537009954,0.7731526857,0.873174324847897,0.944567367290334,2.60370189110513,3.03960226318228,-2.19746012411857,-0.313689758260002,2,1,2,1,2,1,1,2,1,1,3,2,4,2,4,2,4,2,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,4,3,3,4,3,4,3,3,4,3,4,3,4,3,4,4,1,3,1,1,4,3,1,1,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,4,3,3,4,3,4,3,4,3
0.9311196553,0.4370655625,2.7439334309,1.3082157188,1.7371281724,0.6600851631,0.670952076931317,0.383263275787966,2.06972368051606,1.00398289702665,1.39613305104802,0.890965081652793,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,1,3,1,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
0.7125994617,0.8666147363,2.5629467428,1.1809251882,-0.4078529867,-1.8132838418,0.591493449407807,0.735627454684597,2.10367740933666,1.50466473871223,-0.21821368247053,-1.60970513711199,2,2,2,4,4,2,2,2,2,2,2,2,2,4,2,4,4,2,4,2,2,4,3,4,4,4,1,1,4,3,3,4,3,3,3,3,1,3,3,3,4,3,4,3,3,4,4,4,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,3,3,3
0.3848817575,0.6606100813,3.9421755362,2.2995954395,0.9495144296,1.9257738443,0.517111151140577,0.318272737047929,1.01196633088395,1.05387436993408,1.4246330706432,1.25009174599894,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,3
0.8676562226,0.285739372,2.2265425283,1.4695884426,1.9353528588,-0.0040426457,0.665577350753696,0.51524635160281,0.310577379725912,1.3340840006796,0.577864015049485,1.78302500351844,2,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,3,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,3,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3
0.0433759346,0.8169298152,3.5420488381,3.8380228024,-0.2250263347,-1.4874457393,0.325876560959265,0.950272837641427,0.282828134184246,1.2838848523483,-0.157275263503021,1.41568157634789,2,2,3,2,3,2,1,2,2,2,2,4,2,2,2,2,2,1,4,2,2,2,2,2,2,4,4,4,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,1,3,3
0.3485802903,0.576138297,0.5722047308,2.9653594212,0.7689100863,-0.538422886,0.325135207756228,0.40465079265935,1.94267978913445,3.14383324486221,0.504325291707845,-0.735805236202746,2,1,1,2,1,1,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3
0.3012766386,0.8186810807,4.6105585521,1.6630328225,-1.9181446126,-0.7525459488,0.290519639774196,0.893507024085403,2.40540993453499,1.35737187770947,-2.05828578131543,-0.117697994020461,2,1,3,1,1,3,1,1,3,1,1,1,2,2,2,4,2,4,2,3,4,2,4,2,3,2,2,3,3,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,3,1,3,3,1,1,3,3,3,4,3,4,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,1,3,3,3,3,1,1,1,1,1,3,1,3,1,3,4,3,4
0.9565226477,0.3779530692,1.7587265309,4.5823105115,1.722574702,-0.8719017428,0.964673442666276,0.312366502427484,1.82497698871673,2.15739278805171,1.03215800413854,-0.361461984788371,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,3,2,2,2,2,2,2,2,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
0.0363140011,0.4513793385,0.7523330944,3.98710733,-0.1427504538,-0.6946155942,0.0350608808108737,0.468719002371843,0.771736482911376,2.12706787730538,-0.160966069389174,-0.434964727802626,2,2,2,2,4,1,2,2,4,2,2,4,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.1451994439,0.8425753873,3.6317888169,3.995295325,0.6367107359,-1.0072212187,0.439418823997708,0.658213361948426,0.263116747358561,1.18271866231689,0.293462460292824,1.46017709020861,2,1,2,4,2,2,2,1,2,2,2,2,2,2,3,3,3,1,4,3,3,4,4,3,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,3,1,3,3
0.0462324689,0.7525260598,0.1524864925,3.0018678185,1.8547163785,0.790043806,0.170811061982198,0.369254345673583,0.858790493886743,1.35812289644241,1.33698681570558,0.313643673377204,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4
0.6588944901,0.7363602709,0.9145186577,2.2751671553,-0.6408740851,-0.7906449112,0.703794928073337,0.963006647205976,0.903040196616533,2.01066254450445,-0.761028949399864,-1.32492307947721,2,2,1,2,2,2,3,3,2,2,2,2,2,2,4,2,3,2,2,4,2,2,3,2,4,2,4,4,3,4,3,3,4,3,4,3,3,4,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4
0.0910450741,0.5508866138,0.9019309086,0.0217950207,-0.0087013932,-0.7950456673,0.0534863540136674,0.347117253037674,1.25430568538153,0.159637260420262,-0.525090982233319,-0.873407867660719,2,3,3,3,3,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3
0.1419054415,0.15906496,1.1083049828,2.4326495528,1.7221949529,-1.1757886727,0.240626918941415,0.261887356172004,2.49851569197601,1.13513970809866,1.99301231775006,-0.0282810717655408,2,2,1,4,2,4,2,2,2,2,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,1,4,3,3,3,3,3,3,3,3
0.7138955665,0.7995690609,4.1336254815,0.5322511488,-1.0132906211,1.7481544928,0.294356507052481,0.95238018352085,0.457063273070448,0.368822852314083,-1.6598149877003,1.18558584860871,2,1,1,4,4,2,2,4,2,2,1,1,3,2,1,2,1,1,1,1,1,4,4,1,1,4,4,4,4,4,3,1,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,1,4,3,3,4,3,3,1,4,3,1,4,3,3,3,3,3,3,3,1,3,1,4,3,4,3,3,3,4,4,4,3,4,4,1,3,1,1,1,1,3,3,1,1
0.9230221412,0.6840448358,4.6517035641,4.1656365429,1.415309297,-0.238110208,0.950478335766186,0.733053878108367,2.26785752704605,1.92798599787691,1.23485542009762,-1.16451608263322,2,3,3,1,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,3,1,1,1,3,3,3,1,1,3,3,3,3,3,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.7009048279,0.220745454,3.6053692394,4.4574414929,-1.0517178087,0.7075598519,0.763299043250337,0.244551666536662,2.02608863307107,3.29792415788718,-0.96848765793074,0.32934856285774,2,1,1,1,4,4,2,2,2,3,2,3,2,4,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,4,3,4,4,3,4,4,3,4,1,4
0.2032716709,0.2286238307,4.9154615438,3.7812723265,0.5828618697,1.144854117,0.345777493523586,0.17082709553601,0.301895411914171,0.935386333805984,0.819944050905143,2.42815196417337,2,3,3,3,4,2,2,3,3,3,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4
0.0799531791,0.4211198469,0.688995248,4.487870308,0.7651187977,-0.7333321061,0.120381716979445,0.479404953755028,0.885624918530667,2.96760381921413,0.171032667146361,-0.854218115220052,2,1,1,1,1,2,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.0533607676,0.9583093603,0.9656385921,2.0998652352,-1.1811832335,0.0930844693,0.0283351039086471,0.948071864473468,0.199054787923379,0.775525094625956,-0.842203483353424,2.70801043700702,2,1,1,1,1,4,3,3,3,3,4,3,3,2,3,3,3,4,2,3,4,2,4,2,2,2,4,3,4,3,4,4,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,4,4,4,1,1,1,1,1,1
0.76993488,0.608026549,2.2761597877,0.3424228031,1.5985893173,-1.1564025667,0.702392053064669,0.46373649431537,1.8989729431469,0.267449722416595,0.996969462050209,0.854275708331636,2,4,3,2,2,1,1,2,2,2,2,3,1,2,1,2,2,1,4,2,4,2,2,3,3,4,2,4,4,4,4,4,4,4,3,3,1,3,3,4,3,2,4,4,2,1,2,3,4,4,4,4,2,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,4,4,1,1,3,3,1,3,4,3,4,4,4,4,4,3,3,3,3,1,3,3,4,3,3,3,3,1,4
0.8404112402,0.7844306648,0.3055169896,1.2148662052,0.6363436956,0.3883052806,0.918036225396093,0.535126088912645,2.85866634514966,1.55397708669325,0.63688972989432,-0.510216238739747,2,1,1,2,1,2,3,4,4,4,2,4,4,2,2,2,2,2,4,4,2,2,2,2,1,2,2,2,3,2,2,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3
0.9769948349,0.0521120234,0.5470674726,2.225149814,1.3290719449,-1.7730648329,0.917396867087258,0.0549055677597171,0.517899207538353,2.48287729297441,1.87652294618381,-2.30661238180729,2,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,4,2,1,2,2,1,1,3,1,3,2,2,2,2,3,2,1,3,3,2,4,1,3,3,4,3,2,2,2,3,3,4,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,2,1,4,2,2,4
0.5594570684,0.408462413,3.5138433482,1.0710032558,0.3160854501,-1.1594192987,0.431837038581382,0.754638105127356,2.18031726669096,0.425332777094308,0.787642629910824,-0.990451838733078,2,3,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,4,2,4,2,2,2,2,1,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4
0.3227385784,0.8785375436,1.3877990068,4.6219795272,1.6610580173,1.2052714987,0.890267208607932,0.573181337135024,1.09264834583071,1.31485793194328,1.26541671947157,2.16898714836213,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4
0.8187052134,0.8278746928,3.124379412,1.2174052916,0.2048712442,-0.0304546958,0.363694771308107,0.305942193105001,2.37946403499712,3.29724140690992,-0.4282408885465,0.523772802540938,2,1,3,1,1,1,1,3,3,3,3,1,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3
0.2214860541,0.6372162491,0.1052694151,3.1241959906,0.9459845333,0.0406827324,0.437520542985026,0.882392272114415,1.76933105289059,1.30963325724917,1.03951485868102,1.19985158582272,2,4,4,4,4,4,4,4,4,4,1,3,3,2,2,2,2,2,2,2,2,2,1,4,3,3,1,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,4
