,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Accuracy
58,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]","[1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.0, -1.2, 0.5, 0.6000000000000001, -0.1, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 1.2, -1.4, 0.7000000000000001, -0.1, -2.6, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.6000000000000001]",100,0.3953427292,0.8017282282,2.1247755559,2.3204251842,0.7996660076000001,0.9447070099,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,92.0
59,"[3, 2, 3, 3, 2, 2, 0, 2, 2, 3, 2, 1, 0, 1, 3, 1, 2, 3, 3, 3, 2, 2, 1, 3, 1, 2, 0, 0, 3, 0, 2, 2, 2, 1, 1, 0, 1, 0, 1, 0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 3, 0, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 0, 2, 3, 3, 2, 2, 0, 2, 3, 3, 2, 2, 3, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 3, 2, 2, 2, 2]","[0.5, 0.5, 0.4, 0.45, 0.6000000000000001, -0.1, 1.0, 0.55, 0.05, 0.45, 0.45, 1.0, 1.2, 0.8, 0.55, 1.1, 0.0, 0.6000000000000001, 0.4, 0.55, 0.45, 0.1, 1.2, 0.5, 0.9, -0.1, -0.7000000000000001, 0.9, -1.9, -1.9, 0.55, 0.30000000000000004, -0.1, 1.0, 0.9, 1.0, 1.2, -1.2, -11.4, 1.2, -1.4, 0.45, 0.45, 0.4, 0.25, -0.15, -2.6, 0.7000000000000001, -0.1, 0.6000000000000001, 0.55, 1.1, 0.4, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, 0.6000000000000001, -0.35000000000000003, 0.4, 0.45, 0.30000000000000004, -2.2, 0.4, 0.55, 0.65, 0.75, 0.30000000000000004, 0.9, 0.35000000000000003, 0.7000000000000001, 0.5, 0.45, 0.65, -2.05, -0.2, 0.5, -0.05, -1.5, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.6000000000000001, -0.8, 0.55, 0.5, 0.6000000000000001, 0.4, 0.45]",100,0.1429581254,0.4336955733,4.8398506411,0.8282886603,1.7430125256,0.9028475933000001,3,2,3,3,2,2,0,2,2,3,2,1,0,1,3,1,2,3,3,3,2,2,1,3,1,2,0,0,3,0,2,2,2,1,1,0,1,0,1,0,0,2,2,2,2,2,0,2,2,2,3,0,2,3,2,2,2,2,2,2,3,2,3,3,2,0,2,3,3,2,2,0,2,3,3,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,3,0,3,2,2,2,2,50.0
60,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 3, 1, 3, 1, 2, 1, 3, 1, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 0, 3, 2, 2, 0, 0, 2, 2, 0, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 2, 3, 2]","[1.0, 1.0, 0.8, 1.2, 1.1, -0.7000000000000001, 0.9, 1.2, -1.9, 0.9, 0.5, 1.0, 0.4, 0.9, 0.5, 1.2, 0.45, -11.4, 0.6000000000000001, 0.45, -0.1, 0.55, 0.55, 0.05, 0.6000000000000001, 0.45, 0.4, 0.0, 0.55, 0.45, 0.5, 0.1, -1.9, 0.55, -0.1, 0.55, 0.4, 0.30000000000000004, 0.6000000000000001, -0.1, 0.45, 0.4, 0.45, 0.45, 0.4, 0.55, 0.25, 1.0, 0.65, -0.15, 0.7000000000000001, -1.2, 1.2, -0.1, 0.6000000000000001, -1.4, 0.7000000000000001, 0.4, 0.5, 0.55, -2.05, 0.6000000000000001, 0.30000000000000004, 0.55, 0.15, 0.65, 0.1, 0.8, 0.55, 0.4, 0.4, 0.8, -0.35000000000000003, 0.30000000000000004, 0.4, 0.4, 0.65, 0.75, -2.45, 0.6000000000000001, 0.30000000000000004, 0.65, 0.35000000000000003, 0.75, 0.45, 0.6000000000000001, 0.65, 0.65, -0.2, 0.5, -2.5, 0.85, -0.05, 0.1, 0.45, 0.45, 0.55, 0.8, 0.7000000000000001, 0.35000000000000003]",100,0.8332652727000001,0.8765701467,2.2067047733,3.2348383079,-1.9537009954000002,0.7731526857000001,1,0,1,0,1,0,0,1,0,1,3,1,3,1,2,1,3,1,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,0,3,2,2,0,0,2,2,0,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,2,92.0
61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.0, 0.5, 0.6000000000000001, -0.1, 0.55, 0.05, 1.2, -0.7000000000000001, 0.9, -1.9, 0.45, 0.5, 0.0, 0.45, 0.1, -0.1, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.30000000000000004, -0.1, 1.0, -1.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55, 0.65, 0.8, 1.2, -1.4, 0.4, 0.8, 0.4, 0.65, -2.45, 0.6000000000000001, 0.65, 0.75, 0.6000000000000001, 0.65, -2.5, 0.45, 0.45, 0.4, 0.25, -0.15, -2.6, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, 0.85, 0.45, 0.55, 0.7000000000000001, 0.55, 0.7000000000000001, 0.8, 0.65]",100,0.9311196553000001,0.4370655625,2.7439334309000003,1.3082157188,1.7371281724,0.6600851631,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,0,0,0,0,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,87.0
62,"[1, 3, 1, 1, 0, 3, 0, 2, 0, 3, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 1, 3, 2, 2, 0, 3, 3, 0, 3, 3, 2, 3, 2, 2, 0, 2, 0, 2, 3, 2, 3, 2, 3, 3, 2, 2, 0, 3, 0, 2, 3, 3, 2, 3, 2, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2]","[1.0, 0.5, 0.8, 1.1, 1.0, 0.4, 1.2, 0.5, -0.7000000000000001, 0.45, 1.2, 0.6000000000000001, 0.9, -0.1, 1.0, 0.9, 0.55, 1.2, 0.45, 0.05, -11.4, 0.55, 0.45, 0.0, 0.9, 0.6000000000000001, 0.4, -1.9, 0.55, 0.5, 0.45, -1.9, 0.1, -0.1, 1.0, 0.55, -1.2, 0.30000000000000004, 0.55, -0.1, 0.4, 0.45, 0.6000000000000001, 0.4, 0.45, 0.4, 1.2, 0.45, -1.4, 0.25, 0.55, 0.65, -0.15, 0.7000000000000001, 0.7000000000000001, 0.5, -2.05, -2.6, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.6000000000000001, 0.4, -0.35000000000000003, 0.55, 0.65, 0.8, 0.30000000000000004, 0.4, 0.4, 0.75, 0.8, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.65, -2.45, 0.65, 0.6000000000000001, -0.2, 0.5, -0.05, 0.1, 0.65, 0.45, 0.75, 0.8, 0.6000000000000001, 0.35000000000000003, 0.65, -2.5, 0.4, 0.5, 0.45]",100,0.7125994617,0.8666147363000001,2.5629467428,1.1809251882,-0.40785298670000003,-1.8132838418000001,1,3,1,1,0,3,0,2,0,3,1,2,1,2,1,1,2,1,3,2,1,3,2,2,0,3,3,0,3,3,2,3,2,2,0,2,0,2,3,2,3,2,3,3,2,2,0,3,0,2,3,3,2,3,2,3,3,0,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,2,2,2,63.0
63,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 2, 0, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3]","[0.5, 1.0, 0.6000000000000001, -0.1, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.45, 1.0, 1.2, -0.7000000000000001, 0.9, 0.45, -1.9, 0.4, 0.25, -0.15, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 1.0, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, -1.2, 0.6000000000000001, 0.05, 0.2, 1.2, -1.4, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, -2.6, 0.6000000000000001]",100,0.38488175750000003,0.6606100813,3.9421755362,2.2995954395,0.9495144296,1.9257738443,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,0,2,0,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,3,3,3,3,3,3,3,3,3,3,0,3,83.0
64,"[3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2]","[0.5, 0.5, 0.4, 0.6000000000000001, -0.1, 0.55, 0.05, 0.45, 0.0, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.0, 1.2, -0.7000000000000001, 0.45, 0.1, -0.1, 0.55, 0.9, -1.9, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 1.0, 0.8, 1.1, 0.55, 0.0, 1.2, 0.15, 0.5, 0.9, 1.0, 0.9, 0.6000000000000001, 1.2, -11.4, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.4, 0.45, 0.55, 0.5, -0.1]",100,0.8676562226000001,0.285739372,2.2265425283,1.4695884426,1.9353528588,-0.0040426457,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,82.0
65,"[1, 2, 1, 2, 2, 0, 1, 3, 2, 3, 3, 1, 2, 3, 1, 2, 0, 3, 1, 3, 2, 1, 0, 1, 1, 3, 3, 3, 2, 3, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 0, 3, 0]","[1.0, 0.5, 0.8, 0.6000000000000001, -0.1, 1.0, 1.1, 0.5, 0.55, 0.4, 0.45, 1.2, 0.05, 0.45, 0.9, 0.45, 1.2, 0.55, 1.0, 0.6000000000000001, 0.0, 0.9, -0.7000000000000001, 1.2, -11.4, 0.4, 0.55, 0.5, 0.45, -1.9, 0.9, 0.1, -0.1, 0.55, -1.9, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.55, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 1.0, 0.7000000000000001, 0.5, -2.05, -1.2, 1.2, -1.4, 0.6000000000000001, -2.6]",100,0.0433759346,0.8169298152000001,3.5420488381,3.8380228024000003,-0.2250263347,-1.4874457393,1,2,1,2,2,0,1,3,2,3,3,1,2,3,1,2,0,3,1,3,2,1,0,1,1,3,3,3,2,3,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,3,3,3,0,0,0,3,0,68.0
66,"[0, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 0, 3, 2, 3, 3, 3, 3, 2, 3, 0, 2, 2, 2, 2, 2]","[1.0, 0.5, 1.0, 1.2, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, -0.7000000000000001, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.9, -1.9, 0.5, 0.6000000000000001, -0.1, 0.55, 0.4, 0.55, 0.6000000000000001, 0.4, 0.45, 0.55, 0.05, 0.65, 0.7000000000000001, 0.5, -2.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.6000000000000001, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.55, 0.65, 1.0, 0.8, 0.0, 0.4, 0.8, 0.4, 0.65, 0.15, -2.45, -1.2, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55]",100,0.34858029030000004,0.5761382970000001,0.5722047308,2.9653594212,0.7689100863,-0.538422886,0,3,1,0,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,0,0,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,0,3,2,3,3,3,3,2,3,0,2,2,2,2,2,81.0
67,"[2, 0, 3, 2, 0, 1, 1, 2, 2, 2, 0, 0, 0, 2, 1, 2, 1, 3, 1, 1, 2, 1, 3, 1, 2, 3, 1, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 0, 2, 3, 0, 2, 0, 2, 0, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 3, 2, 3, 2, 2, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 3, 2, 2, 0, 2, 2, 0, 0, 0, 0, 2, 3, 2, 3, 2, 3, 2, 0]","[0.5, 1.0, 0.5, 0.6000000000000001, 1.2, 1.0, 0.8, -0.1, 0.55, 0.05, -0.7000000000000001, 0.9, -1.9, 0.45, 1.1, 0.0, 1.2, 0.4, 0.9, 1.0, 0.45, 0.9, 0.45, 1.2, 0.1, 0.45, -11.4, -0.1, 0.55, 0.30000000000000004, 0.55, 0.6000000000000001, -0.1, 0.45, 0.4, 0.55, 0.45, 0.5, 0.4, -1.9, 0.55, 1.0, 0.25, 0.4, -1.2, -0.15, 1.2, 0.7000000000000001, -1.4, 0.6000000000000001, -0.1, 0.6000000000000001, 0.4, 0.4, 0.55, 0.30000000000000004, 0.45, 0.15, 0.55, 0.1, 0.65, 0.55, 0.4, 0.7000000000000001, 0.5, -0.35000000000000003, -2.05, 0.30000000000000004, 0.4, -2.6, 1.1, 0.75, -2.2, 0.9, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, -1.5, -0.8, 0.5, 0.6000000000000001, -0.05, 0.1, 1.1, 0.45, 0.8, -2.1, -0.2, -1.3, 1.0, 0.35000000000000003, 0.55, 0.4, 0.65, 0.5, 0.8, 0.45, -1.3]",100,0.30127663860000004,0.8186810807,4.6105585521,1.6630328225,-1.9181446126,-0.7525459488,2,0,3,2,0,1,1,2,2,2,0,0,0,2,1,2,1,3,1,1,2,1,3,1,2,3,1,2,2,2,3,3,2,2,3,3,2,3,2,3,3,0,2,3,0,2,0,2,0,3,2,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,0,0,2,0,0,2,2,2,2,2,0,0,2,3,2,2,0,2,2,0,0,0,0,2,3,2,3,2,3,2,0,57.99999999999999
68,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0.5, 0.6000000000000001, -0.1, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 1.0, -1.2, 0.55, 0.30000000000000004, -0.1, 1.2, -1.4, -2.6, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 1.1, -2.2, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5]",100,0.9565226477000001,0.3779530692,1.7587265309,4.5823105115,1.7225747020000002,-0.8719017428,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,91.0
