"","i","true_mu_a_rew.i.","true_mu_a_pun.i.","true_mu_K.i.","true_mu_theta.i.","true_mu_omega_f.i.","true_mu_omega_p.i.","infer_mu_a_rew.i.","infer_mu_a_pun.i.","infer_mu_K.i.","infer_mu_theta.i.","infer_mu_omega_f.i.","infer_mu_omega_p.i.","true_lambda_a_rew.i.","true_lambda_a_pun.i.","true_lambda_K.i.","true_lambda_theta.i.","true_lambda_omega_f.i.","true_lambda_omega_p.i.","infer_lambda_a_rew.i.","infer_lambda_a_pun.i.","infer_lambda_K.i.","infer_lambda_theta.i.","infer_lambda_omega_f.i.","infer_lambda_omega_p.i."
"1",2,0.9336071464,0.1608854689,4.7208696845,1.8592742887,-1.4017812231,0.2038378088,0.964379819946856,0.212305941700956,1.29400115687992,1.71449455699477,-1.41412992113979,0.105177760999893,51.7601119227534,10.3600253218081,15.262676228774,5.13374085413158,21.3708229770147,5.54156483454801,81.1303070641075,137.342175525566,1.44830501590483,18.9921628799897,54.9483341242529,15.7448723316444
