"","i","true_mu_a_rew.i.","true_mu_a_pun.i.","true_mu_K.i.","true_mu_theta.i.","true_mu_omega_f.i.","true_mu_omega_p.i.","infer_mu_a_rew.i.","infer_mu_a_pun.i.","infer_mu_K.i.","infer_mu_theta.i.","infer_mu_omega_f.i.","infer_mu_omega_p.i.","true_lambda_a_rew.i.","true_lambda_a_pun.i.","true_lambda_K.i.","true_lambda_theta.i.","true_lambda_omega_f.i.","true_lambda_omega_p.i.","infer_lambda_a_rew.i.","infer_lambda_a_pun.i.","infer_lambda_K.i.","infer_lambda_theta.i.","infer_lambda_omega_f.i.","infer_lambda_omega_p.i."
"1",28,0.7261746967,0.8315489841,3.3325562138,1.4888281053,-1.3659558795,-0.9409199008,0.705546923805735,0.878351872006002,1.95668345572917,1.46539134401662,-1.44760992108456,-0.815868050762754,21.8819673072861,17.9958928945425,10.75082447616,8.18358778670589,29.2030835933128,13.8128696838457,101.293583086063,130.994217684769,0.0269984920290912,46.7421687929254,69.5744163188403,2.74219756904659
