"","i","true_mu_a_rew.i.","true_mu_a_pun.i.","true_mu_K.i.","true_mu_theta.i.","true_mu_omega_f.i.","true_mu_omega_p.i.","infer_mu_a_rew.i.","infer_mu_a_pun.i.","infer_mu_K.i.","infer_mu_theta.i.","infer_mu_omega_f.i.","infer_mu_omega_p.i.","true_lambda_a_rew.i.","true_lambda_a_pun.i.","true_lambda_K.i.","true_lambda_theta.i.","true_lambda_omega_f.i.","true_lambda_omega_p.i.","infer_lambda_a_rew.i.","infer_lambda_a_pun.i.","infer_lambda_K.i.","infer_lambda_theta.i.","infer_lambda_omega_f.i.","infer_lambda_omega_p.i."
"1",16,0.6826023261,0.4417338085,2.0853992621,4.810288038,-0.965319203,1.8853101016,0.701404468391791,0.456630270246992,1.77563241187139,4.34831467901435,-0.920425040670224,1.7116909951738,10.1509078832943,20.1631480965081,458.708357996553,32.7046629353437,178.004848674073,4.49636830175778,47.839530722103,300.711283151123,1.16045191049132,1.59883449456718,22.3406254063574,3.49904006701678
