"","i","true_mu_a_rew.i.","true_mu_a_pun.i.","true_mu_K.i.","true_mu_theta.i.","true_mu_omega_f.i.","true_mu_omega_p.i.","infer_mu_a_rew.i.","infer_mu_a_pun.i.","infer_mu_K.i.","infer_mu_theta.i.","infer_mu_omega_f.i.","infer_mu_omega_p.i.","true_lambda_a_rew.i.","true_lambda_a_pun.i.","true_lambda_K.i.","true_lambda_theta.i.","true_lambda_omega_f.i.","true_lambda_omega_p.i.","infer_lambda_a_rew.i.","infer_lambda_a_pun.i.","infer_lambda_K.i.","infer_lambda_theta.i.","infer_lambda_omega_f.i.","infer_lambda_omega_p.i."
"1",18,0.9370750266,0.9149764233,4.7486476473,2.1221112429,-0.2706329803,-1.794545696,0.905508886819441,0.887844177762041,2.00220103206954,1.94626555004474,-0.25120665905518,-0.646554789874317,10.8206418845235,13.6207405664477,5.67960353336701,11.4685573598824,6.26121962815566,32.69844998295,96.3801286461893,123.299368158895,0.417203539791088,30.067760070377,19.4744315158642,1.3014951587928
