"","i","true_mu_a_rew.i.","true_mu_a_pun.i.","true_mu_K.i.","true_mu_theta.i.","true_mu_omega_f.i.","true_mu_omega_p.i.","infer_mu_a_rew.i.","infer_mu_a_pun.i.","infer_mu_K.i.","infer_mu_theta.i.","infer_mu_omega_f.i.","infer_mu_omega_p.i.","true_lambda_a_rew.i.","true_lambda_a_pun.i.","true_lambda_K.i.","true_lambda_theta.i.","true_lambda_omega_f.i.","true_lambda_omega_p.i.","infer_lambda_a_rew.i.","infer_lambda_a_pun.i.","infer_lambda_K.i.","infer_lambda_theta.i.","infer_lambda_omega_f.i.","infer_lambda_omega_p.i."
"1",30,0.6512061228,0.6136570128,3.3936642064,1.3772738024,1.4625663373,1.7806596776,0.715716432404084,0.671928345198082,1.79411285276818,1.28431633497088,1.13446512585506,1.23669340699302,88.6659338663675,12.9463343937814,13.1513624551107,5.4956184991714,2.97686016695549,7.71330313731478,69.1906475021286,70.5919096773693,0.647238305817455,45.1805683418883,11.78582728215,4.1224409772972
