"","alpha_a_rew","alpha_a_pun","alpha_K","alpha_omega_f","alpha_omega_p"
"1",0.115440890125069,0.39938469162929,-1.05818985193822,0.972508002308231,0.876495406801984
"2",0.230270218873013,-0.459660927233457,0.442423187670807,0.868221911270534,0.356995039719755
"3",-0.501175671121413,0.172876678514237,0.22301206431624,-0.137732051523557,0.539529089412199
"4",0.200905586786941,0.139741839535514,-1.7443210465743,0.0363678769755762,3.29245946999034
"5",0.697346903093201,0.132865411456443,0.174260887782562,0.108917055182323,1.63287552158629
"6",-0.723311653099414,0.913131558854869,0.938089036053179,1.84419762638767,1.67272292516863
"7",-0.324644271868227,-0.208109710393051,2.47301012973306,0.438936387384295,0.463789140240956
"8",-0.712702376817368,-0.366718393061944,-0.15160636256706,0.956199413712675,0.90850942425173
"9",-0.748312184469157,-0.189990045245771,-0.00619801557472233,0.397552330069672,1.23204130876711
"10",-0.640471407896839,-0.455640667498135,0.584588708635085,1.21587273334186,1.3034437244582
"11",0.107191965083573,0.246329463755572,1.13820393568561,0.310057148845336,0.895443395447786
"12",0.13648198113828,0.358095638268528,1.3814872923455,0.56894012247655,-0.873189095547568
"13",0.502479731895001,0.380992296051831,0.769477897519132,1.66341728656751,2.30248005604913
"14",0.636009585274337,0.128987535184863,-0.623837764068132,1.15151411891331,0.743098678901024
"15",-0.23005740846101,-0.444472358704636,2.21577006917151,-0.0239713981456064,-0.113381697719605
"16",-0.353452472105535,0.371190423948627,0.0715785197317771,0.209080110857808,-0.670113386460457
"17",-0.461817228347738,0.729210887801018,-0.781517954257836,0.371789694171424,1.49575359599997
"18",-0.138254209920379,0.582441393653535,-0.644594532839511,1.13248116321704,-0.84052827103697
"19",0.0743478584370028,-0.937287618527226,1.60266701103104,0.176344730492903,1.23792732030322
"20",0.676263182237799,0.517515066112809,-0.367397150356613,0.249140030625966,0.983884103609136
"21",-0.420967486737353,0.602584218090922,0.782877959463722,0.942523545550453,1.49681733065666
"22",-0.550390920936241,0.989260964478782,-0.233126655144118,1.30649894493583,1.55511179060386
"23",0.791402084072701,-0.0224114783682789,-0.889805886569491,0.391201986456706,0.491868743090096
"24",0.989448000146385,0.224223623699005,1.52141707687448,0.111906168250512,1.50439969902141
"25",-0.845890214915524,0.824992902560828,-0.0183885693396111,0.641087301575306,0.93126660378577
"26",0.313033620000451,-0.638713254465843,-0.749276953263111,0.617367283313346,0.838030630873472
"27",-0.340386651332807,-0.0636035894198738,-0.0765518125500114,0.459762445253954,1.34635668234239
"28",0.92370484453619,-0.281444580404352,1.79165282793694,1.52923325634712,1.41149026323084
"29",0.534580862393892,-0.0910781209713031,0.465142501500395,1.26032653980929,0.0297966280045334
"30",0.0221697095932044,0.31137399003802,2.06614374976915,0.271915045683998,-0.466266414235636
"31",0.975717495123044,0.644726446906018,-0.107416961455747,0.259635843153301,-0.467585792255238
"32",0.17848106346127,-0.509789208008554,1.83601639834988,0.3119613583192,-0.259634988371704
"33",-0.264506903425665,-0.86130431517504,0.499761550134031,-1.43685446380999,-0.759496311512835
"34",0.371653631879916,0.00419899892913467,-0.261439292229178,0.0595576805246252,1.02507651595493
"35",-0.122422976637426,-0.794924908451417,0.428919413851633,0.653261444552427,1.66948821628531
"36",0.0898575001514889,0.423697183465208,-0.398352834666574,-0.056877042443466,-0.166704086989988
"37",-0.353850538645672,-0.152284489698182,1.21242890251239,1.09464475038291,-0.0940495521757665
"38",-0.460235937457273,0.903512908717955,1.43954657868432,0.57584439341944,-0.119565801314733
"39",0.158171894835674,-0.492406204575908,2.56308188681014,0.170047638057433,0.808884714275958
"40",-0.599093354299301,-0.62792711359137,0.0522903804606515,0.818754658594139,0.400829937456975
"41",-0.144784250296641,-0.23020878582965,-0.803097307365689,0.936534976747342,1.64168022212601
"42",-0.520061715142564,0.797075751446366,1.51708934238584,1.36845034250676,0.423901523775109
"43",0.581420596561041,-0.167094275253064,-0.433582815261209,0.304263201064508,3.1821853969465
"44",0.371533494363857,0.599635039220939,-0.852613138415497,-0.176620459591653,1.43414538895087
"45",-0.227215404731471,-0.746136052461381,-0.807936708640014,0.600523588919346,-0.757844718274853
"46",0.0941924651903923,0.688100498424172,-1.30850064461125,1.42632085627896,-0.379551323048696
"47",0.678467540677027,0.289595080534775,-0.196184691399874,1.03052515034734,-0.498599920975118
"48",0.0447365387315514,-0.0827153180400753,0.416260673308943,0.893090569116583,-0.27292565961553
"49",-0.0742480527737353,-0.144123811418249,-0.95968732509267,1.84193893721716,-0.130797781196268
"50",-0.987942055526403,0.603182168265884,-0.0871138041718184,1.10964315980829,1.93441800277414
"51",-0.354935834793248,0.121205039092128,0.952799373508193,0.984517682304908,0.376994542171659
"52",-0.6485509507851,0.0383841925146541,1.21171963378148,-0.264346570823021,1.17892466568508
"53",-0.436359919813508,0.233341163629219,-0.250513370680709,0.777116040182764,0.488676340079352
"54",-0.131776439745534,0.13803111889277,1.15203788590113,1.06861810298946,1.08051115619712
"55",-0.429412976824126,0.152556841368083,0.21974670603654,-0.125635102200532,1.29813912748478
"56",0.519837615914304,-0.757577609071796,1.40818300840269,0.253413128082793,1.33801461354931
"57",0.465008830305008,0.312996895776886,0.224739110399825,-1.29551967171257,0.260488063493468
"58",0.976779309722384,-0.495461778261583,-0.173646429315399,-0.169622029878343,1.96241573032714
"59",0.158457693949415,-0.801678672442927,2.10404671871325,0.843359151216807,0.253295405826464
"60",-0.986384839387746,-0.797281134467009,-0.771424160402303,1.21885311086687,1.50830895687004
"61",0.848019488312311,-0.11242055281616,-1.8555614484844,0.682739108052999,1.02716929859849
"62",-0.509135083024441,0.67224577878497,0.0546550950412515,-0.100755704909198,-0.491754086803854
"63",-0.625441545500604,0.489815150179843,0.29343953018789,-0.0378998499561423,0.905294829171948
"64",-0.955106191697457,-0.0365896308103147,0.362664944548561,0.188587538943746,1.43842094997149
