"","mu","alpha"
"1",-0.0206271662016181,0.0853416224911064
"2",0.0844835333179486,0.0669358166780397
"3",0.0158786223271463,0.0511339645015908
"4",0.0223670438428782,0.106640587989452
"5",0.00362265034638846,0.0214365058480183
"6",-0.0525261864258115,0.0570106979196865
"7",0.00657066676439159,0.0596244126414395
"8",-0.065264063951449,0.111805520433623
"9",0.00620527891816264,0.0347703437591206
"10",-0.00970336880851954,0.0221459456511516
"11",0.0019960920410377,0.168976001048658
"12",-0.0100948763788771,0.0538750248476408
"13",0.01195954524668,0.0372957818059957
"14",-0.00749431213082383,0.150735438790662
"15",0.0128298747310764,0.0853742064074294
"16",-0.0193211581248357,0.0624486741173528
"17",-0.0359358340701706,0.107911364291852
"18",0.0225236789717921,0.089120703965438
"19",0.0113595263943259,0.0237315902675385
"20",0.0121233489249257,0.0828369449201473
"21",0.0272098708027268,0.241196027207525
"22",-0.0739728566889505,0.0793586421597453
"23",0.0262783091771262,0.132665744727896
"24",-0.00121170348207478,0.251452144986725
"25",-0.0825765179328124,0.153129205954576
"26",-0.0128913774265571,0.0256816586349524
"27",-0.0466416085681686,-0.00991581802052621
"28",-0.0359001118353698,0.0570178527219641
"29",0.0583891328032808,-0.0544234909324688
"30",-0.052151522196104,0.149599064449612
"31",-0.0728477307745691,0.00356430888425705
"32",-0.0739709180308768,0.0574596846361054
"33",0.0106888951847035,0.0862154222763621
"34",0.0233633632409625,0.132061377283845
"35",-0.000744035733264628,0.104445907170694
"36",-0.0294547647445977,0.144704140992248
"37",-0.0142495279878421,0.113923912388387
"38",-0.000363131161364534,-0.0024195548807847
"39",0.0152261632038151,0.0634542835396985
"40",0.0413612315249889,0.134831643910804
"41",0.0253613310781284,0.222030272959325
"42",-0.0284325212541302,0.150077744124725
"43",-0.00435597899365156,0.032846866587651
"44",-0.0561735710972741,0.0175796214794473
"45",-0.0435341089498034,0.0389407321816948
"46",0.00995163253559991,0.0234644999805941
"47",-0.0639752337886812,0.0086069645629474
"48",-0.0677902470820996,0.188678756977309
"49",-0.0389557922623179,-0.0218180196120527
"50",0.0142544331717684,0.0320021918453516
"51",0.010743921416737,-0.0474354004140974
"52",-0.0110865118511976,0.0410691153018756
"53",-0.0102141967138205,0.10756274183964
"54",0.0134311199738868,0.0016389847388593
"55",0.00646752649396891,-0.0732296688059026
"56",0.0438926724059283,0.0561013238680014
"57",0.00846246547452192,-0.0502484164647708
"58",-0.02377604723284,0.0211781150354868
"59",-0.00643738257802356,0.0131155785485259
"60",-0.0619348958680473,0.125219386678657
"61",0.0173783294738463,0.0250397151999519
"62",-0.000691626162400975,0.0712508143223241
"63",0.00248559553548031,0.0488599913389231
"64",-0.00767783687697566,0.181982694615785
"65",0.00539332573821523,0.0988358353470765
"66",-0.0207457465342146,0.0757053308803855
"67",-0.0532937065404728,0.0252583859233157
"68",-0.0289549994986988,0.0792158443521662
"69",-0.0556445785921328,0.205456971699035
"70",0.00662798834625252,0.101627398939784
"71",0.0227005631463099,0.149024081864075
"72",-0.00838273394896597,0.143374758041497
"73",0.00897187590482819,0.0259984111754671
"74",0.0098158677580753,0.15302920228059
"75",0.0174414435220273,0.0273691795440506
"76",-0.0316167839586893,0.0302931020112007
"77",0.00612630693138369,-0.0185659625299495
"78",-0.0135880037396932,0.0800572165340084
"79",-0.0439381247510484,0.0516954285070365
"80",-0.0320854756898051,0.145318613287142
"81",-0.0677543891030718,0.178866296411368
"82",0.0874884795221228,0.120463684574419
"83",-0.0323461018871034,0.106669793694017
"84",0.0228730892937229,0.0142877036230025
"85",-0.0194630443619064,0.119183043051175
"86",0.0171713184812239,0.184429588834576
"87",0.0551978073826241,0.0525190148127715
"88",0.0040397922009297,0.176331057059478
"89",0.0474761102390663,0.122598429834373
"90",-0.0346683607048404,0.146645049125809
"91",-0.00889611174827055,0.0452070792367047
"92",0.00658007382962084,0.0589745647959131
"93",-0.00394882826401908,0.189466813076205
"94",-0.0157775602388424,0.172915761451344
"95",-0.0269833898259289,0.0555476087624968
"96",0.0227956675329699,0.0266899696243634
"97",-0.0455196398396535,-0.019872967691735
"98",0.0496457774435913,0.0434715939286133
"99",-0.00591566457484337,0.195289111666892
