"mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "Rhat" "n.eff"
"Smu_grp2[3]" 0.025574921466426 0.123665762240406 -0.219930621378946 -0.0556192451701052 0.026339423410472 0.109223012722449 0.266270862614727 1.00118097853288 4600
"Smu_grp2[4]" 0.00964483296024227 0.125810352614563 -0.244081324297047 -0.0716986339009535 0.0103474243904065 0.0933425619610783 0.253050757232058 1.00180143816835 1900
"Smu_grp2[5]" -0.0205970063891041 0.116842111758267 -0.249495934839594 -0.0972707978538433 -0.020988570753888 0.0563439498810932 0.208133805001489 1.00180412981192 1900
"Smu_grp2[6]" 0.061302111218418 0.113342057779968 -0.159805172530925 -0.0139229863452205 0.0603357615484068 0.136342923400011 0.28847192049067 1.00077661665323 6000
"Smu_grp2[7]" 0.0808498999831829 0.113752632804574 -0.143629777999185 0.00483101013880451 0.0811185774523123 0.156049443739726 0.302966928865932 1.00080173598652 6000
"Smu_grp2[8]" 0.00703381949811259 0.126055632591459 -0.238901831225075 -0.0785658324771755 0.00681156444410003 0.0910375969998891 0.258602764357604 1.0010442928828 6000
"Smu_grp2[9]" 0.0239194949859027 0.115409721679692 -0.201232410048492 -0.0536251116608119 0.024310429601914 0.0981610348427829 0.251452032707881 1.00097144744512 6000
"Smu_grp2[10]" 0.0392661585845792 0.124805988086049 -0.206363320769625 -0.0436106794293537 0.0374290345305194 0.121152713935263 0.287573089576015 1.00088060189562 6000
"Smu_grp2[11]" -0.0189704241037079 0.11808649347247 -0.254879658599368 -0.0962870619675401 -0.0177385123074353 0.0611370808425936 0.205373960010965 1.00077177910902 6000
"Smu_grp2[12]" 0.0102019148041869 0.132939625635719 -0.255535176176461 -0.075296215227547 0.011754227756309 0.0972022088586844 0.274037199228007 1.00085393815098 6000
"Smu_grp2[13]" 0.033901132884024 0.114964885348941 -0.192078877081913 -0.0421706773283173 0.0324946025254583 0.110522388429168 0.259530696815738 1.00075599224701 6000
"Smu_grp2[14]" 0.0426561307723673 0.116409833414628 -0.187191515036738 -0.0358068127791776 0.0443080537922141 0.119705950087338 0.272538603731044 1.00164994477268 2200
"Smu_grp2[15]" 0.000625222860760218 0.115726003820285 -0.231238807115861 -0.0778478250567613 0.000900193117236964 0.0798623385563151 0.222500063309784 1.0017637551471 2000
"Smu_grp2[16]" 0.0119755484080062 0.12973865420797 -0.248228019606472 -0.0740205605951298 0.0151814735506318 0.099313274466341 0.262167882829415 1.00086544953163 6000
"Smu_grp2[17]" 0.0723734578342489 0.103857439208045 -0.12628258429938 0.00276687934750747 0.0720614721570941 0.140937861901616 0.278773847745686 1.00104269958376 6000
"Smu_grp2[18]" 0.0105180542206327 0.125841563352042 -0.241197981171678 -0.0722601911499606 0.0138233584327375 0.0935477729951847 0.253973609454193 1.00109879947687 5700
"Smu_grp2[19]" 0.0519896298655089 0.116330029277176 -0.178544135024877 -0.0227725849527924 0.0496161674307811 0.127184396588341 0.28563091501621 1.00110986343219 5500
"Smu_grp2[20]" 0.149371818582819 0.0756219947943111 0.00284698729958484 0.0991185985016907 0.148349534597501 0.198908023628438 0.300217638984095 1.00090229629069 6000
"Smu_grp2[21]" 0.0372046445484345 0.124281320916846 -0.211589982754581 -0.0456269747642613 0.0386160594032361 0.122285697373623 0.278998644691837 1.00170462772912 2100
"Smu_grp2[22]" 0.127484300715816 0.0964474378887273 -0.0604683345683973 0.0627354769172795 0.126691724632507 0.191918724692222 0.316954562100321 1.00096242394387 6000
"Smu_grp2[23]" -0.0138142185387483 0.128645426258325 -0.267993511992922 -0.100485069470179 -0.0138893564340282 0.0716687920280689 0.235375516257891 1.00112163915749 5400
"Smu_grp2[24]" 0.0284733746467213 0.0791411196193662 -0.133469028691975 -0.0234796158964668 0.0287403559471205 0.0828380472281282 0.177561724162653 1.00081351025008 6000
"Smu_grp2[25]" -0.0286051504834906 0.126318285130473 -0.284977304977881 -0.112694087183229 -0.0253201611549351 0.0575660843949938 0.215677380534075 1.00102874102995 6000
"Smu_grp2[26]" 0.0200241603124521 0.127072742670397 -0.234431481125415 -0.0623875840714969 0.0214386839974342 0.105206456846645 0.265024829911465 1.00104824967046 6000
"Smu_grp2[27]" 0.0435716904862083 0.101592578822009 -0.157255052089878 -0.0221559723518725 0.0427906482027598 0.111388089086116 0.240186211436634 1.00075399514742 6000
"Smu_grp2[28]" 0.00466812977882491 0.116753046843501 -0.228717584578676 -0.0724511723677514 0.00521666933188583 0.0826800386687228 0.231808801856219 1.00080944361178 6000
"Smu_grp2[29]" -0.00534803257947169 0.10439169057346 -0.209292369110169 -0.0756369015710421 -0.00533267556401405 0.0638132921299722 0.198431632398421 1.00079960295499 6000
"Smu_grp2[30]" 0.0754225720448045 0.0989952975760217 -0.117969813571497 0.00903428198747406 0.075399854565701 0.141021390266623 0.270515911515827 1.0012997645658 3600
"alpha" 0.0794983188282267 0.0701084350646539 -0.0565746438571575 0.0309911889756957 0.0786216370715681 0.127010864701958 0.221767592819782 1.00306059404912 870
"deviance" 27038.5966294562 12.2285822728507 27016.6773438415 27030.1114130087 27038.0549101132 27046.3184809839 27064.5387743448 1.00120069628997 4400
"mu" -0.00815441285588592 0.0339507450091203 -0.0735352276055429 -0.0306897834728411 -0.00813896113725923 0.0140460466192692 0.0600405329606477 1.00418328504892 580
