"","mu_a_rew","mu_a_pun","mu_K","mu_omega_f","mu_omega_p"
"1",0.147585049067412,0.0577384154886602,0.164558949042052,0.88379291525465,2.01057648811441
"2",0.179314726357237,0.0470705346553477,1.43522715144876,-0.178751243200028,0.590898680688992
"3",0.20523729290807,0.0577253846528858,1.57499452293834,2.44562808379561,-0.27688993596539
"4",0.187872014426476,0.0677011566475649,1.24860449805208,0.943295894164238,-0.845891031619402
"5",0.163436440234799,0.0651912151910004,1.66910659379329,1.85812124368651,-0.241524254179326
"6",0.233640348356946,0.073225843826313,1.74507893735529,0.749817722941171,-0.999933157435217
"7",0.232055793911129,0.0441190695188752,0.597356295569061,1.15658960936529,-1.00072382039284
"8",0.232911130771378,0.0446107961513724,2.01265710613686,0.314745092888128,2.23924691343147
"9",0.199151989802295,0.0823048412669783,3.16636754564631,1.32791470116708,-1.00346478120663
"10",0.191405989833538,0.0540260247174894,2.04239969185813,1.60070813546688,-1.88069977595026
"11",0.144708776914393,0.0604237671985787,1.00007948121547,1.57198055615533,-1.08140104930016
"12",0.170705260347864,0.0590887032488526,0.299672277569315,1.91974928664525,0.531351735485529
"13",0.230900368914942,0.0493110920585873,1.9544131010892,1.12690309453433,-0.271344932299204
"14",0.209584096326921,0.0678172911184246,1.17969368167353,0.992695561504648,-1.54495930982539
"15",0.15595500637227,0.0561647835683749,1.45930045770889,1.59742983842765,-1.10636316897212
"16",0.241642273616665,0.0553407709111861,1.13187750854189,0.911529400624016,-0.671726458741899
"17",0.222175688584065,0.0574666487846423,0.0476327110284242,1.4604208762258,-2.41279333658412
"18",0.184351965392979,0.0540446032643354,2.15721060597661,1.46010104496215,-0.935483920511633
"19",0.184318360462658,0.048385371952574,1.65251116284487,1.01240890863162,-0.479700772185058
"20",0.210376429611958,0.0830662730848655,1.78864034083425,0.520097071916676,1.46748627862709
"21",0.222304648687181,0.0743677605115887,2.05779749445829,0.327292999628305,-2.21670406074338
"22",0.158081228421242,0.0523500147653062,1.29497110381319,1.57580235657842,-0.552204615729709
"23",0.184340842616619,0.0557599792533244,0.113366259647145,0.278683323523109,1.69312080274115
"24",0.140658285590958,0.06783676484563,0.756390328086218,1.12314639806692,-0.0673368778737692
"25",0.122735361423301,0.0626611970238657,0.785400417107391,1.99848717844275,-0.82082746718698
"26",0.214378939924152,0.0631139400818981,2.35185789352362,1.88767212904213,-1.30672602965532
"27",0.121888049348762,0.0657722477182128,1.54641234307628,1.12306494301693,-1.22514603619899
"28",0.195988356812857,0.0563341308898123,0.989176403752159,0.601688188200012,-0.873367865234514
"29",0.182858213179381,0.0648962021203038,1.88621208230142,1.68070722862813,-0.566665415079948
"30",0.158902391007839,0.0502674352970664,1.45059515179972,1.23419908646073,-2.20507416873482
"31",0.200996498408255,0.0435659990952418,0.368301910893686,1.42828955997624,0.945909836723841
"32",0.225710413354777,0.0651958252071467,2.11364064080051,0.360259162859502,-1.10080920848774
"33",0.13670262636694,0.0508751844223555,1.71322462542683,0.945699143310244,-0.275624708096664
"34",0.222765852380045,0.0566826623355134,0.44620902050455,0.155698880639799,-0.0377129097759475
"35",0.230770584962299,0.075467222860758,1.64899210883821,0.770853170760222,-0.9986605577139
"36",0.192677885495377,0.0776662653354143,2.05784226389496,1.42254575673054,-0.400456836992228
"37",0.172078272911592,0.0603159788284388,0.767981422543148,0.379786364989063,-0.666515741957745
"38",0.216789341449944,0.0493552075269303,0.870092689308125,1.32889754024803,-0.328629913025268
"39",0.221596042323178,0.0794604639738701,1.67086746125146,0.805926203601622,-0.853891573391481
"40",0.14988782883237,0.0624040974883511,2.40517052328024,0.937747310955842,1.342616585526
"41",0.147753342789271,0.0703975189511601,2.24543583434909,-0.0225987528232938,0.244296461750631
"42",0.153331022612016,0.0670632581406827,1.21696779095137,1.47326677439365,-1.2547617677522
"43",0.14282352548671,0.0590653815494797,0.997670799307638,2.24794679540806,-0.40921156838144
"44",0.188033974964394,0.0680725124199295,1.06455528355686,1.32490108332249,-1.17091499875743
"45",0.22989594883525,0.051896488768589,1.57788697573189,0.916503273755933,-1.12929943466734
"46",0.18217360530251,0.0486603710657166,1.41959601072007,1.47043780427343,-0.528384016236004
"47",0.283499973946363,0.0618582028071741,0.548606535239499,1.09269597554655,-0.672283137386426
"48",0.188224756839044,0.0622240923110359,1.89809150788645,0.950828532608978,-2.41885944512972
"49",0.223996150621006,0.0453158188641942,1.50773300903149,1.62281596923036,0.288140954476739
"50",0.189304755155977,0.0400904207015512,1.14068161905796,0.985903613061665,-1.12721012413018
"51",0.151667800179204,0.0700820864148999,0.297512213253671,0.937338863803257,-0.893471535494548
"52",0.252021150212253,0.073236134006167,2.27740120149149,1.8381134937835,-0.85320183173315
"53",0.156049211712946,0.0534923930622764,2.05099018211399,1.25552031637902,-2.07803673161847
"54",0.259167956949479,0.0579369070214704,1.31173173913581,0.939803167128059,-0.594669770283814
"55",0.123524230866781,0.0637246081086337,1.49824163458031,2.07053836978504,-1.00705025005818
"56",0.23790689448661,0.0520130035076734,2.70003433931045,1.35126814847807,-1.03928571342299
"57",0.18495881848201,0.0640793223276818,1.34419627541949,1.01381943321748,-0.933919429040362
"58",0.172072635389206,0.0515655059361017,1.30050077963603,1.81015572090057,-1.42599836985906
"59",0.150928212240302,0.0601015739727228,1.40428109605131,1.64004709457273,-1.06572634600669
"60",0.12873298881503,0.0748321599336074,2.53439968757152,1.52613393305262,-1.15321058101602
"61",0.155302903219457,0.0748829035439601,1.27354277540048,1.59569489317314,-1.87463386483792
"62",0.207064832752674,0.0492066340101334,0.404608002268437,0.659661609812482,-0.800656400203843
"63",0.201900690870404,0.0475839603642336,0.686718368957555,0.761383364270493,-0.326255030647392
"64",0.214208815761021,0.0800056253986822,1.531549492555,0.911701644560338,-2.49091364886289
"65",0.178501685850561,0.0468781517999571,1.66517102491193,0.91976880603049,-1.06603848045485
"66",0.208013066682597,0.0449626036386135,2.14230673324767,0.695729543106526,1.69249316475345
"67",0.262671764398662,0.0723545110867912,2.72524081660175,1.08576622644749,-2.78837923492355
"68",0.153682511307469,0.0454750211742212,2.24098938761984,1.45878768750986,-1.29425263889311
"69",0.200571249956583,0.0399327876677414,1.79801953222409,1.67520320350876,-1.07662345814176
"70",0.235237442191161,0.0753890345935904,1.597005971397,0.73649042348533,-0.94347557670109
"71",0.182226377018392,0.0590639131829946,1.46395463961026,1.4785115744463,-1.61377495136628
"72",0.206145188860694,0.0581562755016368,1.7787302270792,1.08352037108209,-0.627520361747968
