"","mu_a_rew","mu_a_pun","mu_K","mu_omega_f","mu_omega_p"
"1",0.41951259738123,0.0938362644569652,1.32323265401581,1.38900993631201,0.0362783699840294
"2",0.421147300404595,0.109094025965424,1.86044314289929,1.78460889369002,-0.35982270581402
"3",0.327799026159062,0.0911890974473408,2.01321817236799,1.82274925303722,2.98589604210945
"4",0.290659593370073,0.0956030297746497,0.988679747396394,1.08159801290059,-1.74100996509639
"5",0.371107972329357,0.0736218242382343,1.59526552970366,1.8438569450801,-0.460902729966672
"6",0.247624521145539,0.12812129787207,1.56707225515592,2.73269281715374,1.15746026993936
"7",0.470936782321349,0.090957228952661,1.9529676092574,2.49321165566391,-0.59107002796967
"8",0.302292240968578,0.0927855622768471,1.08695892594198,2.45266251490388,1.51719642267174
"9",0.222067046723669,0.0828869404705526,2.06893012743413,2.42167108669941,1.70368437635776
"10",0.402778498416879,0.0756183427419699,1.2008720336128,2.00865828637989,-0.774536207433295
"11",0.25654444055837,0.0917818918408376,2.02048830497594,0.958987620321695,2.49283390322197
"12",0.562607542035305,0.117266569698705,1.43749010035995,1.70828331090699,-3.67176361328343
"13",0.46686550234961,0.107501981962194,2.26521505433857,1.53863823457176,2.16100035210566
"14",0.214468271870178,0.123394591598227,1.43954195692509,2.12785235824811,0.889068642523462
"15",0.148000147804162,0.0891748711043499,3.19331323628304,0.897746451425601,0.988028065562967
"16",0.350350709420698,0.0998152593618603,1.09068114806824,3.56570482786847,0.0746303279030088
"17",0.381880016950437,0.0935826817567535,1.14479289384357,3.10618403908834,1.08950015183762
"18",0.399881964219921,0.0955726159911775,1.63456119465702,1.75712746999799,-1.33824172834398
"19",0.44615720727412,0.112100498877379,1.44920362361726,1.90531313370587,2.01828102155619
"20",0.340545168811605,0.0965537891251933,2.54334330607496,2.68386091615297,5.21679958370999
"21",0.375283456181821,0.0660613385056536,1.28770850805004,0.998235390993023,-3.88849435920832
"22",0.429400752551666,0.112986770243866,1.16273796236512,2.71674155465927,1.22580359607357
"23",0.500801447068869,0.083757752295062,1.47370686241602,1.5834989478771,-2.64185638449367
"24",0.394418144853137,0.104144740164157,0.969032537693761,1.78115724840368,-2.57467272793181
"25",0.372340729394676,0.0765311592927422,1.95740883124795,1.64443165860784,0.259302749309896
"26",0.259066659457944,0.0938234272435711,1.57396897915617,3.31482393529048,0.386240170146872
"27",0.476233379592967,0.118579252289567,1.42582389205979,1.96378945176201,1.8440972563915
"28",0.444940711201714,0.0899806064385187,1.25484113121905,2.39039055584506,-1.49761758026975
"29",0.270782033230698,0.0703793629298749,1.42262611542803,2.7590189535435,-1.79650532561065
"30",0.426373280876322,0.129139847976339,1.83488927936103,1.54166931375041,1.04073832267327
"31",0.344602355292954,0.0799072314671841,1.34469469797548,2.13956582212934,-0.342044600790055
"32",0.387025606968395,0.0606679367000551,1.67183669501005,2.2451236920739,-0.422808719150605
"33",0.534966041022458,0.113693247057311,1.77836656195209,1.38272551111751,2.34793686296194
"34",0.402402417741769,0.0929226733164829,2.03105224377183,1.5300246645661,2.44383552073783
"35",0.324642915328851,0.0931115496834162,1.00862567073274,0.781950335392181,4.30047475688509
"36",0.32886798558792,0.0950806785217882,2.72660994371658,1.6030763126837,0.501505190365704
"37",0.409987201015312,0.0853604609416787,1.00826179437643,1.84036866767852,0.182594083979695
"38",0.284334079241773,0.0995174368142999,1.46523042561921,1.23468833878117,0.468760621238599
"39",0.387036533035707,0.0847306919661136,1.31338313611125,2.4208225972592,0.268650723373186
"40",0.428595233121747,0.107189845592424,2.34173298696785,1.56711412898406,0.404310940999267
"41",0.452630833040591,0.0912514166805261,1.47010755397467,2.46336826745619,-0.0368152734057037
"42",0.347663509289005,0.0831613991404109,1.54195546291339,2.48790546441643,-0.982138807637425
"43",0.42641541251899,0.0976800882924518,2.14639492238938,0.477916599775817,0.21784067230082
"44",0.282767883703969,0.0584724201963805,1.40866718182189,2.9602592039645,0.769569239143573
"45",0.382437431910944,0.0917501791446368,2.71122189125146,3.04044125271948,-0.388858551596257
"46",0.364834998820974,0.126850062020729,1.42152177379658,2.00276063839654,3.72352669533691
"47",0.346221355074222,0.117981444826218,1.7974865712518,3.0168554803547,-0.116175888456202
"48",0.535977844594548,0.119012505143314,1.71849637321061,2.14242210506211,-1.22498433765698
"49",0.336612794993609,0.0755151881625257,1.70262076281536,2.87853019136606,-1.34782228852044
"50",0.303262866149534,0.100534624828785,1.9006264675961,2.04900955503164,0.800567805801856
"51",0.259889392114372,0.0711160633396968,2.09665437312466,2.24639988641916,0.355091462005769
"52",0.453861855827436,0.0871013611450509,0.0362303708808791,1.85879885895603,3.90518838043383
"53",0.32506211932808,0.138442934234351,1.54978953083813,2.69512718813639,0.035883654425196
"54",0.451893717344032,0.110236198536315,2.21018805825253,1.99741684253577,0.0949672247280892
"55",0.35048996582099,0.087876410736529,1.33487809877,1.90532356049863,4.09137093743634
