"true_a_rew","true_a_pun","true_K","true_omega_f","true_omega_p","infer_a_rew","infer_a_pun","infer_K","infer_omega_f","infer_omega_p","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
0.5036590228,0.8094238112,0.1599576447,-1.1047217783,-0.3022523866,0.591107580634817,0.570287445675798,0.33936113194092,-1.26228550728816,-0.673014537054623,2,1,1,3,3,1,1,4,3,3,3,1,1,3,3,2,2,3,4,4,2,2,3,2,2,3,2,2,4,4,1,1,1,1,3,3,3,1,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,3,1,4,4,1,4,4,4,3,3,3,3,3,4,3,3,4,3,3,4,1,3,4,1,1,1,3,4,4,3,4,3,1,1,1,3,4,3,1,4,3,3,4
0.3947908643,0.9136579235,3.7222322111,-0.4522690086,-1.5950513373,0.289040300439082,0.514420655312797,2.48812866627719,-0.345433518266579,-0.116952561510657,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.3550886514,0.4603684584,0.4860122414,1.4878193343,-1.4993008109,0.391327653728354,0.474350585103333,0.269213523518989,1.66592272500245,-1.92901782612206,2,2,2,3,3,2,2,2,4,4,4,4,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,1,4,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,1,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1
0.5067178646,0.0324915045,2.1499877702,0.9782290745,0.3983256425,0.678999071155117,0.031311719815031,2.20555638415173,1.03928890314554,0.575259592191801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,4,4,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,3,3,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,4,4,4,1,3,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
0.485272915,0.7948433662,1.4085424133,-1.0991870724,-1.5995444655,0.526148153482447,0.908275580937518,1.23009797718862,-0.88966249852156,-1.40957786714056,2,1,1,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,4,2,2,4,2,1,2,2,2,4,2,2,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,1,4,4,4,3,4,4,3,4,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,1,3,3,4,3,3,4
0.170727931,0.9927460337,1.6496005078,1.3009758796,0.7872159056,0.172863918185815,0.94835637434245,2.43532715944888,1.34386611191704,0.448222177459014,2,4,2,3,2,2,1,1,2,2,3,2,2,2,2,2,2,2,4,1,4,4,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
0.0720715699,0.8243573912,4.755766948,-1.3936289924,1.2769109873,0.0474074448921168,0.874105833348761,1.81472534682146,-0.0130810750717085,0.899123199009344,2,1,3,1,3,3,3,4,4,4,4,3,2,4,3,3,2,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.2555970278,0.5476954747,4.3448591358,-0.2417583916,-0.6280276454,0.265555486337831,0.541058821833634,2.31553489881358,0.193284033110703,-0.41632010204434,2,3,1,1,1,2,2,2,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.8319590222,0.533703513,4.1251558547,-0.863289549,-1.4281459778,0.940415208597539,0.489039563121392,3.0926095843386,-1.31900844821372,-0.797932460328141,2,1,1,3,3,3,3,2,1,1,1,2,3,1,2,3,3,3,4,3,4,3,3,3,4,1,1,1,1,1,1,1,3,3,3,4,4,3,3,3,3,1,1,3,3,4,3,3,3,3,4,1,1,4,4,4,3,1,3,1,4,4,3,3,3,4,4,3,4,4,3,3,1,4,4,4,1,1,1,1,1,4,4,1,4,1,4,4,4,1,3,3,4,3,4,3,4,4,4,3
0.4855749461,0.8026558114,1.8131048863,-0.8802823078,-0.2534866992,0.870104146301139,0.972425921458012,2.4895376877839,-0.722108587408623,-0.439273433131493,2,1,3,3,1,3,4,3,1,3,1,1,2,2,2,4,2,2,2,4,4,2,2,4,4,2,4,2,2,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,4,3,4,3,4,3
0.2605841675,0.2875264255,0.5996244595,1.3939724959,-1.9989379343,0.148787652745477,0.226420172166258,0.644288002844175,-0.127238785378838,-2.21042373901854,2,1,1,1,1,1,2,2,2,4,3,3,2,2,4,2,3,2,3,2,2,2,4,2,2,2,2,2,3,2,2,3,3,4,4,3,3,3,4,3,1,4,3,4,3,4,4,3,3,3,4,3,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,4,3,3,3,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3
0.2823347598,0.0322025703,0.3605909544,-0.400403121,0.9237263678,0.278035371437623,0.0280951143351555,0.394880275552645,-0.304522147521842,0.957159415843297,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.2960953828,0.5014108119,0.0082706832,-0.7039105035,-0.8018997146,0.690496496385674,0.498891523765943,2.82999369710517,-0.81294748538673,-0.0488146115894681,2,1,4,4,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,4,2,4,2,3,4,3,4,3,3,4,4,3,4,3,3,4,3,3,4,3,3,4,4,1,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,1,1,1,1,4,4,3,4,3,4,4,3,3,1,3,3,3,4,4,3,3,3,4,3,3,4
0.1608562359,0.5701165935,3.5079245496,1.8676901453,-1.5799099716,0.315898765476618,0.548848639506624,2.17084142347626,1.33891036492442,-1.06926282147833,2,1,4,3,3,1,1,1,2,4,4,4,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4
0.2872616114,0.0502372418,2.6398006106,0.5104215868,1.4135122607,0.190739800007154,0.0289800684404708,0.418546809879892,0.743952964248077,0.596691546237018,2,2,1,3,2,2,3,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2
0.6238935402,0.8413757947,3.9193227741,1.4792781526,0.0930931224,0.78977798895989,0.948965053174654,2.29758568401405,1.35661345014871,1.15748929853407,2,3,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,4,4,4,4,4,4,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.2201441915,0.1201600434,1.0298301058,-0.4393924776,1.1657577628,0.235695832166743,0.0917897700779134,2.09718612431299,-0.404073221629781,1.58728846133888,2,4,2,4,4,4,1,1,1,4,1,4,3,2,1,1,1,4,1,4,2,1,4,2,3,4,2,4,3,3,2,2,2,4,2,2,2,2,2,2,4,4,2,3,2,1,2,4,4,3,4,3,3,3,3,3,1,3,1,1,1,4,1,1,1,4,3,3,3,4,4,4,3,1,3,3,3,4,4,3,2,4,4,3,2,4,1,3,3,4,4,2,2,2,2,2,4,4,2,4
0.8932085057,0.1640711342,1.7948618504,-0.3746424542,-0.7124461726,0.767038293480703,0.0956265790315074,1.83989731486937,-0.391656039335003,0.0621342442726913,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,4,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
0.5653698946,0.7510581467,2.9878788938,-1.437154192,-0.5089919718,0.287902170383364,0.73116883908993,0.597799614308307,-0.935097590281992,-2.05094290229482,2,2,1,3,2,1,2,2,2,2,2,4,3,2,4,2,3,2,3,2,4,2,2,4,2,2,4,4,3,4,4,3,4,3,3,4,3,3,1,3,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,3,3,3,4,4,3,3,1,1,1,1,3,3,1,1,3,1,3,4,3,3,4
0.0808435691,0.7837058091,0.4292617432,-1.9312572971,1.630880583,0.376564796823665,0.663428667216167,0.667882266973696,-1.49088043098629,2.12732339743165,2,2,1,1,1,1,1,1,3,3,1,1,1,4,4,4,4,4,3,4,4,3,3,4,4,4,3,2,2,2,3,3,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,4,1,4,4,4,3,3,4,3,3,3,3,3,3,3,1,3,1,1,1,1,3,3,3,1,1,3,3,4,4,1,1,1,4,4,4,3,4,4,1,4,4,3,3,1
0.5232141603,0.8691638395,0.3204177391,1.4626460575,0.6099171889,0.930863952501665,0.949168128831234,0.452751735752876,1.34843662948665,1.44526764837016,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,1,3,3,1,3,3,3,3,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3
0.8654936165,0.709511657,0.9149464143,1.4519898556,0.8503405417,0.962393722243505,0.961451524583817,1.85597833549695,0.966699079183658,1.13111658571576,2,1,1,2,4,4,4,3,3,4,3,3,3,3,2,2,2,4,2,2,2,4,2,2,3,3,4,4,4,4,3,3,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.2114222865,0.8759444752,1.8812333857,0.1380133191,-0.126881839,0.226656320368991,0.948579649020347,2.45391773479809,0.428124889810981,-0.199900526203114,2,1,2,1,2,3,2,3,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.021927922,0.5059302713,0.4351121037,1.7556963008,1.7000457465,0.110798681288817,0.664593188367338,0.0861314302380871,-0.0140226448214937,1.7625433471974,2,2,4,4,2,2,2,2,2,2,2,2,4,1,4,1,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.497267814,0.465036655,3.3387354803,-1.9919126893,-1.4449103625,0.342298223348336,0.574242906850256,1.6962558788271,-2.46808571115484,-1.6110337754782,2,1,1,1,1,2,3,3,3,3,1,2,2,2,2,2,1,1,1,2,2,2,4,2,3,4,4,4,3,2,2,2,3,3,3,2,1,3,2,2,1,3,1,1,1,3,3,4,3,4,3,3,4,3,3,4,4,3,4,4,4,1,3,3,4,3,3,3,4,3,1,1,3,3,4,4,1,4,4,3,3,1,1,3,3,4,3,4,4,4,3,3,3,1,1,3,4,1,1,1
0.6820116115,0.2405682078,0.5882622363,-1.407313176,-1.534663474,0.878827996557569,0.171882567321303,1.54901708250924,-0.744296387734998,-3.2883212187518,2,1,1,3,3,2,2,4,4,2,1,1,2,2,1,2,2,2,2,2,2,1,4,2,2,2,2,2,1,1,1,1,2,2,4,4,2,4,1,3,4,1,1,3,3,3,3,3,3,1,2,2,4,4,2,2,3,2,4,1,1,4,3,1,4,3,1,4,4,4,2,3,2,3,4,2,4,4,1,2,3,3,1,1,1,3,1,4,4,1,3,3,3,1,4,4,1,1,1,3
0.039504267,0.4471286632,0.1312978175,0.79429791,0.3749552889,0.0711078885453004,0.92890101065551,2.26905499029004,0.585490732950888,-0.0446919202099973,2,4,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.767990679,0.9492344042,0.0025369493,1.2589512794,-0.602011402,0.533692520870593,0.956152328502334,1.79634918088477,1.28117478793093,1.89404022462203,2,1,2,2,2,4,4,1,2,3,3,2,3,3,3,3,2,2,2,2,2,4,1,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3
0.3230627828,0.3290527792,1.0909167132,-0.9519728168,-1.9758616963,0.436326102773829,0.505544818705468,0.576258621740583,-1.24531278650376,-1.24740958472673,2,2,1,3,2,1,1,1,1,2,3,3,2,2,2,2,2,2,4,2,2,2,3,4,2,3,2,2,3,2,2,3,3,3,4,4,3,1,4,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,3,4,3,3,3,4,1,1,3,3,3,4,3,4,4,3,4,3,3,4,3,3,4,3,4,3,3,1,1,1,3,3,4,3,3,3,4,4,3,4,4,3,3
0.8132629317,0.0235249671,0.7153630032,-0.6034551037,0.0536776126,0.890968169769845,0.0798034638056327,2.76766489779354,-0.552876821454082,1.78875483645039,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
0.3671604562,0.3941797377,0.2652353603,-1.2285254718,1.7324840335,0.435956088860322,0.408070944342278,1.91720530789796,-1.01922696878955,1.81872414064637,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,3,3,3,3,4,1,1,1,1,3,3,3,4,4,1,3,3,4,4,4,1,3,3,3,4,3,3,3,3,3,4,4,1,3,3,1,4,3,3,4,4,4,4,3,3,3,3,1,1,1,1,3,3,3,3,3,4,4,4,4,4,3,1,3
0.8468209389,0.6257090825,1.5951488993,-1.5346113101,0.6707068462,0.945006793666071,0.690174719710314,2.38487533485197,-1.29669051384496,0.792219345866093,2,1,2,1,1,1,3,3,1,4,4,4,1,1,3,3,4,2,4,2,2,2,4,2,2,2,4,2,2,3,2,4,4,2,2,4,2,3,2,2,3,3,3,3,3,3,3,3,1,4,3,4,1,1,3,3,4,3,3,3,3,3,4,3,4,3,3,4,1,4,4,3,4,4,4,4,4,1,1,3,1,3,3,3,4,3,3,4,4,3,4,3,4,4,4,1,3,3,4,4
0.0646326794,0.3623967242,4.6414150157,-1.9015759775,-0.7810456138,0.119493318659065,0.380432952205826,1.77256866088816,-2.07475264999627,-0.579180167886122,2,1,1,1,1,2,1,3,3,2,1,1,3,3,2,2,2,2,4,4,4,2,2,2,2,2,2,2,4,4,4,2,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,1,1,3,3,3,3,1,3,3,3
0.1070942626,0.4644661495,2.1689836098,-1.0712837487,-0.2200335415,0.236996006244393,0.40408499985376,0.677158917024098,-0.154520179997637,-1.80426827318388,2,3,3,1,1,1,1,1,2,1,1,1,2,4,3,2,2,2,3,2,4,2,4,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,4
0.3069795308,0.6390220099,2.2453721469,-1.9081882684,1.9111891942,0.440268067041526,0.647524115708275,2.67085848938492,-1.35704846627699,0.754647079285415,2,1,1,4,2,2,2,1,2,3,3,2,2,2,2,2,3,2,2,4,4,2,4,4,4,4,2,2,2,4,3,3,3,3,1,3,3,1,1,3,3,1,1,3,3,3,3,4,4,3,3,4,1,1,3,3,3,4,3,3,4,3,4,4,1,3,1,3,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3
0.8394011034,0.9857226493,0.7344266478,-1.3095249868,-1.7137516755,0.906061641935189,0.826669608244992,2.48576478665467,-1.50769845453068,-1.60542293817644,2,1,4,1,1,1,1,2,2,1,1,2,3,3,2,3,2,2,2,4,2,4,2,2,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,1,3,1,4,4,1,1,1,3,4,3,3,4,4,1,1,4,1,3,1,3,1,3,1,1,3,3,3,3,3,3,3,1,1,3,1,1,1,3,1,3,1,4,3,3,4,3,3,4,3,4,3,3,3,4,3,4
0.5738674122,0.5023056856,1.3779310461,-0.6833883487,0.1241847965,0.783187385167704,0.47656299675027,2.45748546597765,-1.10720946652849,-1.1840306191323,2,1,2,2,1,2,2,3,2,2,2,2,2,2,2,3,2,3,3,4,2,2,2,4,2,3,4,4,3,4,1,4,4,1,3,4,1,4,4,4,3,3,1,1,3,3,1,3,1,1,1,1,3,3,1,3,3,3,3,1,3,3,1,4,4,3,3,4,4,1,1,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,1,3,3,3,4,3,3,4,3,4,4,3,4,4
0.3229991426,0.0846431811,4.2334718578,1.6208483601,-1.7845817278,0.70344558351688,0.120219635697849,0.40147491832524,0.877568563994417,-0.920779269269082,2,4,1,1,1,1,1,1,1,1,4,4,3,3,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,4,4,4,3,1,1,1,1,1,2,2,2,2,2,2,1,4,4,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4
0.3745555493,0.7328749891,3.667145301,1.140811027,1.3121253506,0.328372572145775,0.720649086068823,2.29985627978592,1.55541294752265,-0.0857944232089727,2,1,4,3,4,1,3,1,2,2,2,3,3,1,2,2,3,4,4,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.7775626078,0.062485214,4.7814309678,0.4554298816,1.8514267534,0.445209584031279,0.0564743290303565,2.70414666620133,0.337473595997993,2.24606383828133,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,3,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,1,2,1,4,4,1,3,4,2,2,2,1,4,4,3,3,3,3,3,3,1,1,3,3,3,1,2,4,2,2,2,1,2,4,4,4,4,4,1,2,3,2,2,2,2,2,4,4,2,3,3,3,2,2,2,2,1,2,2
0.3997475022,0.8819231078,1.7146619523,-1.6149187961,1.4869463289,0.31533626728178,0.961345165210424,1.93439047800792,-1.00542254821159,0.725727502764106,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3
0.7867940048,0.1758983096,2.3644879779,-1.8838412465,-1.2651468915,0.952828602362172,0.174918712441195,0.542963010927066,-1.64281122785649,-2.1116827446309,2,2,2,2,1,1,2,2,1,1,2,2,1,2,4,2,2,3,3,4,4,1,2,1,4,3,2,1,2,2,2,2,1,1,4,4,4,3,3,4,2,1,3,3,2,4,4,2,2,2,2,1,1,1,2,4,1,3,4,1,1,3,3,1,1,1,1,2,2,2,1,2,4,4,2,2,4,4,4,1,1,3,3,3,4,1,1,4,1,1,4,1,3,1,3,4,3,1,4,4
0.3746985395,0.6026672376,3.2953729094,-0.5254415796,0.864407006,0.249663909123423,0.524340182771703,0.392072297166891,-0.925783357744906,-0.65852974440148,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,4,2,2,4,4,2,2,4,4,1,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3
0.4041186683,0.8089537613,2.3692601477,-0.314773379,-1.8296152327,0.332592376619199,0.911188362650056,2.06196632860737,0.373544465456392,-3.13563044456881,2,1,1,1,2,1,1,1,1,2,2,4,2,2,4,2,2,2,2,2,4,4,4,3,4,3,4,4,3,4,3,4,4,4,3,3,3,3,3,1,3,3,4,3,3,3,3,4,4,3,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,4,3,1,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3
0.300829283,0.8134623994,1.8078949955,1.6971497683,-1.1679504815,0.319132756545555,0.712471676524345,2.49073924258999,1.34749169493434,-1.38200613998375,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3
0.4874649145,0.9973413281,2.8600247471,-0.6914506383,-1.8527977488,0.302275168019008,0.958005821706724,1.88418970092313,-0.821681681356108,-0.778782059242918,2,1,1,4,4,2,4,1,2,1,2,2,2,1,2,2,4,2,2,3,2,4,4,3,3,4,4,3,3,1,1,3,1,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.4528483916,0.4650309078,0.2955272026,-0.9228826245,0.580764898,0.381842295512128,0.491393914752156,2.52951386596839,-1.16057348140941,-0.161128014935449,2,1,2,2,2,1,1,1,1,2,2,3,1,2,4,2,3,2,3,2,2,2,2,2,2,2,2,4,4,4,4,3,4,3,1,1,1,3,3,3,3,3,4,3,4,3,3,4,3,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,4,4,3,3,3,4,3,4,3,4,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3
0.071037994,0.4956479124,2.6550312679,-0.3423238721,-0.2587572298,0.167889211522683,0.426362103174398,0.249549965649779,0.784170285377463,-1.6683105414444,2,4,4,4,4,4,1,1,1,1,1,1,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,3
0.4268199812,0.0249388718,3.4919155632,-0.0534717005,-0.681981027,0.568275422399374,0.0262308371703588,2.26033467081828,-0.186567439824807,-0.747568104510979,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1
