"true_mu_a_rew","true_mu_a_pun","true_mu_K","true_mu_theta","true_mu_omega_f","true_mu_omega_p","infer_mu_a_rew","infer_mu_a_pun","infer_mu_K","infer_mu_theta","infer_mu_omega_f","infer_mu_omega_p","true_lambda_a_rew","true_lambda_a_pun","true_lambda_K","true_lambda_theta","true_lambda_omega_f","true_lambda_omega_p","infer_lambda_a_rew","infer_lambda_a_pun","infer_lambda_K","infer_lambda_theta","infer_lambda_omega_f","infer_lambda_omega_p"
0.2490109831,0.6671113659,4.3544728451,2.7887880491,0.1709301316,-0.1687733233,0.334421273556755,0.634798585267604,1.85700964150219,2.01812203874763,0.262340842450589,0.337377242972056,21.1332825920401,43.5318667673785,133.315581030563,354.438956272263,19.9090560689668,3.80946746713716,84.3107574366701,177.285385989634,0.137514953273963,47.9773741231436,74.7707321817431,4.56896927326636
0.9336071464,0.1608854689,4.7208696845,1.8592742887,-1.4017812231,0.2038378088,0.964379819946856,0.212305941700956,1.29400115687992,1.71449455699477,-1.41412992113979,0.105177760999893,51.7601119227534,10.3600253218081,15.262676228774,5.13374085413158,21.3708229770147,5.54156483454801,81.1303070641075,137.342175525566,1.44830501590483,18.9921628799897,54.9483341242529,15.7448723316444
0.5013159798,0.886663087,2.2165843152,2.8409511312,-1.2110106426,1.1515654756,0.547907929042592,0.953665360254744,1.86406054248368,2.34370653082829,-1.19250865142365,1.28715858378518,97.2060908714421,21.1833805322,15.7215195919636,20.5256144335497,6.72429975223551,2.79403608984387,221.128937098363,154.36531731192,0.113784617225222,13.7774497595944,42.0693256285043,0.857366587954607
0.6279108339,0.8533031112,3.5476415715,3.9559765289,0.2970594508,0.4877038014,0.992235486464198,0.552788312599553,0.924577063008828,0.975436818080983,0.823988885258891,4.00058992801235,57.4063997549987,25.6423408301119,11.5901885007048,14.3197970597215,3.41716635662489,20.1475737244047,47.6789079720381,2.11217292871848,0.657651242485787,28.0989466090379,2.75837393405045,0.633384614463177
0.1931020156,0.8649294733,2.4417082796,4.1596041182,-1.7384891101,-1.6078573869,0.228515977387514,0.950474627892528,1.99013038091166,3.15739635037008,-1.71564792328183,-0.980610240168113,16.3360220944568,34.1944833260416,348.339606174905,17.9625042029341,4.8265849138813,5.23140212740827,292.312649889508,110.438318171794,0.259912122860676,0.866977744950607,23.738807256588,0.441856121691609
0.6474925641,0.0613469251,0.1862371221,2.4225010121,0.0792042842,1.7002927764,0.90924401742021,0.0563651852976203,0.562466635883134,1.31802227337408,1.83755210413537,2.97033118285592,65.8907026110113,100.610777849088,8.1212646050569,23.3035436755074,23.3181791829096,3.33548303769737,8.84450111264418,476.471240025085,0.193726784500525,16.3259663061432,4.50931155495318,0.129124176921736
0.6371005657,0.5069573707,3.1710764339,4.4654626251,1.1213266962,0.3380041239,0.885029072302312,0.566084424640566,1.80474304810139,1.77853009035359,1.05174758900337,1.52278165711351,43.5964514180088,24.9022748200656,644.598659660223,7.86657830086817,6.73338378038329,3.18698691237659,8.53377612394448,47.2852939221662,0.147452204935538,17.0718266359287,1.94257540595543,0.445993733019188
0.4077005858,0.2432674255,1.150138459,3.5226594714,1.574274296,1.695986249,0.852826629910242,0.283014392804516,2.37583969302402,2.14782064078868,0.573614903862773,6.11821097276304,10.0306757725248,15.8318435806002,10.2514737459711,6.30548423362787,4.91819964769283,6.57710138376057,14.876521089104,83.9756123860465,0.470447171895184,23.7596307367254,25.2509215840607,0.691894255564689
0.1059624872,0.2679119104,1.0246215274,3.6491097724,0.560418183,0.8226950905,0.223884116811335,0.347163387827667,1.44525914388145,2.201927548492,0.525004476176983,1.85543830045449,12.4100554549285,35.0747057209391,5.86325803080881,10.4745473788341,2.51366439212206,2.94690769988979,64.2957732222168,190.009583181975,-0.143569046502884,14.4110985608437,5.56885069559037,0.380205911997165
0.4269058395,0.7018920023,0.5457602446,4.2927635094,-1.398139013,0.1950795032,0.455677920268804,0.736925613942355,0.564576029417833,3.71578517313849,-1.41273372406179,0.282323961763854,108.620314540534,131.957106920133,38.6030238891262,11.7605163713444,3.19278644104389,16.4939766825872,375.506279762324,34.7107531095478,0.53933417950327,1.76811147828832,12.7592507973631,2.59070330072064
