"true_mu_a_rew","true_mu_a_pun","true_mu_K","true_mu_theta","true_mu_omega_f","true_mu_omega_p","infer_mu_a_rew","infer_mu_a_pun","infer_mu_K","infer_mu_theta","infer_mu_omega_f","infer_mu_omega_p","true_lambda_a_rew","true_lambda_a_pun","true_lambda_K","true_lambda_theta","true_lambda_omega_f","true_lambda_omega_p","infer_lambda_a_rew","infer_lambda_a_pun","infer_lambda_K","infer_lambda_theta","infer_lambda_omega_f","infer_lambda_omega_p"
0.154143129,0.2676421959,3.1700607161,2.1809059023,1.0301293337,1.9318954665,0.177586477739954,0.343662853124862,1.36881190475327,1.61138170486483,1.15126899233489,1.95163127238918,169.947887349771,12.9553875400135,28.7549267397504,33.4598193693735,10.0450303744592,5.0004410614036,268.013793912919,65.6620817344136,1.56836264224347,3.27282750701912,20.3514398031532,1.24792503978011
0.355275394,0.5655643407,1.7852924515,1.3405715574,1.9125411105,-0.4295564072,0.402396605106165,0.589407251509017,1.93689507723525,1.24442398107387,1.73820976210487,-0.0281266452822045,16.7638593883148,309.795082325255,11.7880264540571,31.6018156064713,11.403149481696,3.82118271107411,105.500956796934,124.01547468428,0.440413543279497,72.6520790941797,20.8791927984654,7.95491878091249
0.1164115348,0.1352013147,0.1830225938,0.2510727999,-0.7030110367,1.1551664587,0.256119605383428,0.257248781181134,0.469598883735998,0.123935711548147,-0.5570288999574,1.88801780358723,239.964585066678,38.4028102254856,7.06517147460134,18.2286106275841,10.2248683936228,40.6368843330173,22.4564212248344,40.9244897099923,1.82055614988154,115.196716913946,2.62035572715124,0.558542654202315
0.1365603738,0.3178552409,3.6658984261,4.3813184822,1.6824855141,0.9512801736,0.278962077328995,0.374740217597747,1.47500211765055,2.31006400353017,1.48157817843805,1.55126536896431,14.5916781377442,16.4350644236036,15.0435398253136,12.4460987002286,2.83179399654689,12.2028108977217,153.787220997659,237.590377340047,0.268343032217411,10.2139392972994,12.6001018652463,0.155492725470087
0.1577633726,0.1082198586,1.0789217421,1.9301330203,1.8642043977,-0.2474403061,0.269872300501708,0.175174446753424,0.268087578008287,1.01666925956022,2.40063981297104,1.00127840007555,10.8108351556428,13.3760042135483,5.31934250081905,27.6787540366799,21.1199315078932,3.1202690334652,91.5417773253522,127.656461683106,0.787956237186595,6.88558719508988,1.71224266647217,1.38148176682139
0.6826023261,0.4417338085,2.0853992621,4.810288038,-0.965319203,1.8853101016,0.701404468391791,0.456630270246992,1.77563241187139,4.34831467901435,-0.920425040670224,1.7116909951738,10.1509078832943,20.1631480965081,458.708357996553,32.7046629353437,178.004848674073,4.49636830175778,47.839530722103,300.711283151123,1.16045191049132,1.59883449456718,22.3406254063574,3.49904006701678
0.2739853811,0.3438903083,0.7335968733,0.9511419657,-1.7082505432,1.8290672487,0.281486954770427,0.405635157954071,1.11314986332563,0.722157095684735,-1.56973183576756,2.41806275770531,19.0627085067142,12.769191051546,6.6758541596345,12.6457375250896,3.17837020722496,9.73199404174625,59.743315879455,69.9906486713066,0.341797170298887,36.662614044902,20.0784527198563,0.0918310391387696
0.9370750266,0.9149764233,4.7486476473,2.1221112429,-0.2706329803,-1.794545696,0.905508886819441,0.887844177762041,2.00220103206954,1.94626555004474,-0.25120665905518,-0.646554789874317,10.8206418845235,13.6207405664477,5.67960353336701,11.4685573598824,6.26121962815566,32.69844998295,96.3801286461893,123.299368158895,0.417203539791088,30.067760070377,19.4744315158642,1.3014951587928
0.3540778713,0.954222073,0.6960890111,1.9064805383,-0.051739742,1.8916918528,0.74583747069884,0.655423501299918,1.54164256436376,1.43826936594915,0.113465542482022,4.1579951276458,19.5360248028746,19.1911733007991,11.0819008335461,54.6809773710704,6.37911118094764,26.5042610648724,26.1863213470452,89.7329524992323,0.320850778732826,30.431965187251,25.6119582584432,0.130452086038922
0.2840614751,0.8107191378,1.9698267913,1.552583767,-1.3707068276,-1.3850884416,0.289349399122583,0.784266531827569,1.83937366114243,1.67395969300579,-1.39451061633779,-1.11607712323901,10.2472825131592,14.7410114622553,5.62896796154113,25.5340843780815,33.51415864114,4.32923870574169,69.5653349909915,95.2627135433187,0.366322163431028,46.9734785854861,16.9870689165301,2.86001801045127
0.2808839111,0.6244329109,1.9595583986,2.0717084363,-0.9843988653,-0.0752336759,0.282064012290424,0.587762544925832,1.68508101232717,1.97913744008848,-0.995396486568267,-0.027432883441907,46.9608580966,16.9603173180392,5.54509851942992,5.51569030633341,3.07790472775714,5.12803220044029,254.631470188207,112.785107456445,0.643998390833867,20.0850003494878,10.2920703478301,15.6510786524122
0.8766442477,0.3557924543,4.7140376181,0.0137390114,-0.0431985234,-1.0552485595,0.792299143286555,0.237028729077008,1.47008185665409,0.0464892561962083,-0.250716232278253,-1.37113838237648,15.3649268146718,18.2367212902,6.60252521618769,20.9464437806414,2.70813232429908,3.69679482410101,13.1408647825045,20.3160588017677,1.13835394163607,80.7581921495021,1.5942676127453,1.04575649610774
0.047845779,0.1357590922,3.6613452,1.792405277,-1.9648766314,-0.9248388253,0.0858639442624485,0.190888160269249,1.8995475885117,1.22353614605065,-1.92924823635896,-0.885330153093396,25.2731066877687,109.285954316701,651.335021854244,6.90613182924301,6.14106346033981,3.21855573286415,245.933299799846,339.791079953511,0.0661597505809763,17.9707645109502,4.29897938307073,4.74980109093517
0.368035661,0.2208317417,3.0153523252,3.5077566068,-0.6497876576,-1.9836615935,0.405980360797285,0.239988786209995,3.41295123978735,3.44342062555062,-0.739714957861293,-1.96114140122518,10.4861338077652,49.7671536716093,13.0097066292811,8.1984027299553,20.3198927389265,243.24361073832,121.030790763918,326.832748862696,0.0905855220657034,12.1233149211466,49.7666217474573,0.565423231995445
0.7197229956,0.6903682839,1.7889570455,2.0307232096,-1.5838525858,1.0534831579,0.682001589042823,0.672825138609822,1.77504719568864,2.05309056168373,-1.50726559945374,0.924175219268004,58.4521768867853,84.6077924978321,5.81405698534696,9.49436796798034,3.13950537525437,3.58684951096905,186.168596408285,217.607325738234,0.879904036678549,23.5906402832286,15.7537248253794,2.08940213629403
0.8084945182,0.6402543616,1.5321810259,3.7318656126,0.0439476893,-1.148519486,0.837780834081293,0.649464663307456,1.90832939115995,3.10585286462667,0.0495258443983572,-1.13760424709237,17.2306399278058,107.163598274576,38.2945719186708,60.911388353762,7.03724750573224,5.70360982127207,91.3818091229068,190.87752075474,-0.0133102295375931,12.7547267099533,43.2081730759353,1.5791633977935
0.3208726469,0.0727298567,1.3442867472,3.5650282129,-0.955811648,1.0389682639,0.384666563483836,0.0864033899864217,1.513156271578,2.91939547181474,-0.854111489957568,1.22731448483038,18.2931741543272,14.4916225625486,5.19272849454796,48.9325826840273,9.02871205824267,3.13451576000562,110.479746148032,273.590613848447,0.81962772094466,8.6907076488125,26.2236619066235,0.958081083635969
0.7261746967,0.8315489841,3.3325562138,1.4888281053,-1.3659558795,-0.9409199008,0.705546923805735,0.878351872006002,1.95668345572917,1.46539134401662,-1.44760992108456,-0.815868050762754,21.8819673072861,17.9958928945425,10.75082447616,8.18358778670589,29.2030835933128,13.8128696838457,101.293583086063,130.994217684769,0.0269984920290912,46.7421687929254,69.5744163188403,2.74219756904659
0.2481425602,0.5581152546,3.4548168843,2.6685402583,-1.7606847928,-1.9768959073,0.260222904284444,0.552673094285913,2.57908235808976,2.88666666060559,-1.75179083863655,-1.41345026579335,37.1202218043129,24.519708621808,49.6519818116846,14.6952341214648,9.70765890020301,2.85239855715937,304.102918571631,54.3094429162601,0.850231147781824,1.61933176481518,56.4395071939325,1.41775566964343
0.6512061228,0.6136570128,3.3936642064,1.3772738024,1.4625663373,1.7806596776,0.715716432404084,0.671928345198082,1.79411285276818,1.28431633497088,1.13446512585506,1.23669340699302,88.6659338663675,12.9463343937814,13.1513624551107,5.4956184991714,2.97686016695549,7.71330313731478,69.1906475021286,70.5919096773693,0.647238305817455,45.1805683418883,11.78582728215,4.1224409772972
